Base Word;Translate (uzbek);Guideword;Level;Part of Speech;Topic;Details
waste;;USE TOO MUCH;B1;verb;people: actions;Details
wrap;;COVER;B1;verb;people: actions;Details
spill;;;B1;verb;people: actions;Details
stick;;FIX;B1;verb;people: actions;Details
tear;;BREAK;B1;verb;people: actions;Details
wake;;;B1;verb;people: actions;Details
thought;;IDEA;B1;noun;people: personality;Details
stress;;WORRY;B1;noun;people: personality;Details
talent;;;B1;noun;people: personality;Details
trust;;BELIEVE;B1;verb;people: personality;Details
twin;;;B1;noun;relationships;Details
stall;;;B1;noun;shopping;Details
tournament;;;B1;noun;shopping;Details
track;;RACE;B1;noun;shopping;Details
squash;;;B1;noun;shopping;Details
yoga;;;B1;noun;shopping;Details
switch;;;B1;noun;technology;Details
virus;;COMPUTER PROBLEM;B1;noun;technology;Details
webcam;;;B1;noun;technology;Details
social networking;;;B1;noun;technology;Details
volume;;SOUND;B1;noun;technology;Details
technology;;;B1;noun;technology;Details
souvenir;;;B1;noun;travel;Details
tent;;;B1;noun;travel;Details
timetable;;BUS/TRAIN;B1;noun;travel;Details
traffic jam;;;B1;noun;travel;Details
truck;;;B1;noun;travel;Details
tunnel;;;B1;noun;travel;Details
van;;;B1;noun;travel;Details
vehicle;;TRANSPORT;B1;noun;travel;Details
windscreen;;;B1;noun;travel;Details
transport;;VEHICLES;B1;noun;travel;Details
union;;WORKERS;B1;noun;work;Details
spider;;;B1;noun;animals;Details
thief;;;B1;noun;crime;Details
temple;;;B1;noun;homes and buildings;Details
uncountable noun;;;B1;noun;;Details
undress;;;B1;verb;;Details
unpack;;;B1;verb;;Details
trainer;;PERSON;B1;noun;;Details
user;;;B1;noun;;Details
writer;;;B1;noun;;Details
teaching;;;B1;noun;;Details
solution;;;B1;noun;;Details
spot;;CIRCLE;B1;noun;;Details
spy;;;B1;noun;;Details
studio;;TV/RADIO/MUSIC;B1;noun;;Details
success;;GOOD THING;B1;noun;;Details
system;;EQUIPMENT;B1;noun;;Details
tense;;;B1;noun;;Details
tissue;;;B1;noun;;Details
total;;;B1;noun;;Details
travel agent;;;B1;noun;;Details
trend;;;B1;noun;;Details
trick;;DECEIVE;B1;noun;;Details
tube;;CONTAINER;B1;noun;;Details
unit;;SINGLE THING;B1;noun;;Details
vase;;;B1;noun;;Details
vet;;;B1;noun;;Details
video clip;;;B1;noun;;Details
visa;;;B1;noun;;Details
voice;;SOUNDS;B1;noun;;Details
vote;;SHOW CHOICE;B1;noun;;Details
wardrobe;;FURNITURE;B1;noun;;Details
wheelchair;;;B1;noun;;Details
workout;;;B1;noun;;Details
zone;;;B1;noun;;Details
southeast;;;B1;noun;;Details
southwest;;;B1;noun;;Details
stuff;;SUBSTANCE;B1;noun;;Details
toothpaste;;;B1;noun;;Details
trade;;BUYING AND SELLING;B1;noun;;Details
trouble;;PUNISHMENT;B1;noun;;Details
value;;IMPORTANCE;B1;noun;;Details
variety;;BEING DIFFERENT;B1;noun;;Details
weight;;AMOUNT;B1;noun;;Details
wildlife;;;B1;noun;;Details
society;;PEOPLE;B1;noun;;Details
speed;;RATE OF MOVEMENT;B1;noun;;Details
style;;WAY;B1;noun;;Details
technique;;;B1;noun;;Details
turkey;;;B1;noun;;Details
wage;;;B1;noun;;Details
solve;;;B1;verb;;Details
surround;;GO AROUND;B1;verb;;Details
update;;ADD INFORMATION;B1;verb;;Details
upload;;;B1;verb;;Details
weigh;;HEAVINESS;B1;verb;;Details
stir;;MIX;B1;verb;;Details
soldier;;;B1;noun;;Details
unwell;;;B1;adjective;body and health;Details
uncomfortable;;NOT COMFORTABLE;B1;adjective;describing things;Details
unbelievable;;SURPRISING;B1;adjective;people: personality;Details
unexpected;;;B1;adjective;people: personality;Details
uninterested;;;B1;adjective;people: personality;Details
unemployed;;;B1;adjective;work;Details
uninteresting;;;B1;adjective;people: personality;Details
unhealthy;;;B1;adjective;body and health;Details
unfit;;NOT HEALTHY;B1;adjective;body and health;Details
unimportant;;;B1;adjective;describing things;Details
unpleasant;;NOT PLEASANT;B1;adjective;describing things;Details
unkind;;;B1;adjective;people: personality;Details
valuable;;OBJECTS;B1;adjective;money;Details
well-dressed;;;B1;adjective;people: appearance;Details
stressed;;;B1;adjective;people: personality;Details
talented;;;B1;adjective;people: personality;Details
terrified;;;B1;adjective;people: personality;Details
stressful;;;B1;adjective;people: personality;Details
surprising;;;B1;adjective;people: personality;Details
tiring;;;B1;adjective;people: personality;Details
working;;JOB;B1;adjective;work;Details
stylish;;;B1;adjective;clothes;Details
useless;;NO HELP;B1;adjective;describing things;Details
terribly;;VERY MUCH;B1;adverb;communication;Details
totally;;;B1;adverb;communication;Details
surprisingly;;;B1;adverb;people: personality;Details
spicy;;;B1;adjective;food and drink;Details
tasty;;;B1;adjective;food and drink;Details
sore;;PAINFUL;B1;adjective;body and health;Details
tight;;CLOTHES;B1;adjective;clothes;Details
written;;;B1;adjective;communication;Details
therefore;;;B1;adverb;communication;Details
terrific;;VERY GOOD;B1;adjective;describing things;Details
thick;;NOT THIN;B1;adjective;describing things;Details
tiny;;;B1;adjective;describing things;Details
sour;;;B1;adjective;food and drink;Details
touch;;PUT HAND ON;B1;verb;people: actions;Details
teenage;;;B1;adjective;people: appearance;Details
weak;;BODY;B1;adjective;people: appearance;Details
youth;;YOUNG PEOPLE;B1;noun;people: appearance;Details
strict;;PERSON;B1;adjective;people: personality;Details
stupid;;;B1;adjective;people: personality;Details
sports;;;B1;adjective;shopping;Details
unforgettable;;;B1;adjective;;Details
unlikely;;NOT LIKELY;B1;adjective;;Details
unlucky;;;B1;adjective;;Details
unfair;;NOT EQUAL;B1;adjective;;Details
unfriendly;;;B1;adjective;;Details
unknown;;NOT KNOWN;B1;adjective;;Details
unnecessary;;;B1;adjective;;Details
untidy;;;B1;adjective;;Details
sociable;;;B1;adjective;;Details
suitable;;;B1;adjective;;Details
social;;GOING OUT;B1;adjective;;Details
traditional;;;B1;adjective;;Details
typical;;;B1;adjective;;Details
usual;;NORMAL;B1;adjective;;Details
successful;;ACHIEVEMENT;B1;adjective;;Details
softly;;;B1;adverb;;Details
specially;;;B1;adverb;;Details
suddenly;;;B1;adverb;;Details
typically;;USUALLY;B1;adverb;;Details
urgently;;;B1;adverb;;Details
sticky;;THAT CAN STICK;B1;adjective;;Details
southern;;;B1;adjective;;Details
spare;;EXTRA;B1;adjective;;Details
spectacular;;;B1;adjective;;Details
steep;;SLOPE;B1;adjective;;Details
temporary;;;B1;adjective;;Details
upper;;HIGH POSITION;B1;adjective;;Details
up-to-date;;;B1;adjective;;Details
urgent;;;B1;adjective;;Details
western;;DIRECTION;B1;adjective;;Details
somehow;;WAY NOT KNOWN;B1;adverb;;Details
regarding;;;B1;preposition;communication;Details
Cheers!;;GOODBYE;B1;exclamation;communication;Details
damn;;;B1;exclamation;;Details
according to;;OPINION;B1;preposition;communication;Details
because of;;;B1;preposition;communication;Details
despite;;;B1;preposition;communication;Details
few;;NOT MANY;B1;determiner;describing things;Details
among;;IN THE MIDDLE;B1;preposition;describing things;Details
none;;;B1;pronoun;describing things;Details
plenty;;;B1;pronoun;describing things;Details
ought to;;BEST THING;B1;modal verb;;Details
instead of;;;B1;preposition;;Details
onto;;MOVEMENT;B1;preposition;;Details
via;;USING;B1;preposition;communication;Details
underneath;;;B1;preposition;describing things;Details
within;;DISTANCE;B1;preposition;describing things;Details
whose;;ASKING WHO;B1;determiner;;Details
would;;IF;B1;modal verb;;Details
towards;;DIRECTION;B1;preposition;;Details
whatever;;ANYTHING;B1;pronoun;;Details
regards;;;B1;phrase;communication;Details
You must be joking!/ You're joking!;;;B1;phrase;communication;Details
I bet (you);;;B1;phrase;communication;Details
quite a bit;;;B1;phrase;describing things;Details
a load/loads;;;B1;phrase;describing things;Details
be dying for/to do sth;;;B1;phrase;people: personality;Details
Oh my God!;;;B1;phrase;communication;Details
thank God;;;B1;phrase;communication;Details
sb's call;;;B1;phrase;;Details
hours;;;B1;phrase;;Details
a book/cat/dog, etc. lover;;;B1;phrase;people: personality;Details
a horror film/movie/story;;;B1;phrase;arts and media;Details
the news;;;B1;phrase;arts and media;Details
appear in/at/on, etc.;;;B1;phrase;arts and media;Details
wait a minute;;;B1;phrase;communication;Details
believe it or not;;;B1;phrase;communication;Details
I guess;;;B1;phrase;communication;Details
by hand;;;B1;phrase;people: actions;Details
change your mind;;;B1;phrase;people: actions;Details
make up your mind or make your mind up;;;B1;phrase;people: actions;Details
fall asleep/ill;;;B1;phrase;people: actions;Details
get sth painted/repaired, etc.;;;B1;phrase;people: actions;Details
make sb do sth;;;B1;phrase;people: actions;Details
set a date/time (for sth);;;B1;phrase;people: actions;Details
help yourself (to sth);;;B1;phrase;people: actions;Details
not believe your eyes;;;B1;phrase;people: personality;Details
for fun or for the fun of it;;;B1;phrase;people: personality;Details
find sb/sth easy/boring/funny, etc.;;;B1;phrase;people: personality;Details
be friends (with sb);;;B1;phrase;relationships;Details
make friends (with sb);;;B1;phrase;relationships;Details
come after/first/last, etc.;;;B1;phrase;shopping;Details
pay attention (to sth);;;B1;phrase;;Details
by accident;;;B1;phrase;;Details
out of date;;;B1;phrase;;Details
up to date;;;B1;phrase;;Details
the girls;;;B1;phrase;;Details
guys;;;B1;phrase;;Details
a hand;;;B1;phrase;;Details
that kind of thing;;;B1;phrase;;Details
some kind of;;;B1;phrase;;Details
by mistake;;;B1;phrase;;Details
without delay;;;B1;phrase;;Details
have no doubt;;;B1;phrase;;Details
there's no doubt;;;B1;phrase;;Details
2/3/4, etc. o'clock in the morning;;;B1;phrase;;Details
come true;;;B1;phrase;;Details
fall in love;;;B1;phrase;;Details
not believe your eyes/ears;;;B1;phrase;;Details
bring (sb) happiness/luck/peace, etc.;;;B1;phrase;;Details
find the money/time, etc.;;;B1;phrase;;Details
have sth cleaned/cut/repaired, etc.;;;B1;phrase;;Details
have sth stolen/taken, etc.;;;B1;phrase;;Details
have no idea;;;B1;phrase;;Details
lay the table;;;B1;phrase;;Details
be located in/near/on/etc.;;;B1;phrase;;Details
make a face;;;B1;phrase;;Details
have been meaning to do sth;;;B1;phrase;;Details
choose to do sth;;;B1;phrase;;Details
can't/couldn't help doing sth;;;B1;phrase;;Details
hope to do sth;;;B1;phrase;;Details
prepare yourself;;;B1;phrase;;Details
the army;;;B1;phrase;;Details
the public;;;B1;phrase;;Details
Yours sincerely;;;B1;phrase;communication;Details
I/we shall...;;;B1;phrase;communication;Details
catch up with sb;;MEET;B1;phrasal verb;communication;Details
no way;;;B1;phrase;communication;Details
or so;;;B1;phrase;describing things;Details
hang on;;WAIT;B1;phrasal verb;people: actions;Details
be into sth;;;B1;phrase;people: personality;Details
be mad about sb/sth;;;B1;phrase;people: personality;Details
hold on;;WAIT;B1;phrasal verb;;Details
nice and sth;;;B1;phrase;;Details
likes and dislikes;;;B1;phrase;people: personality;Details
be responsible for sb/sth/doing sth;;;B1;phrase;work;Details
feelings;;;B1;phrase;people: personality;Details
in addition (to);;;B1;phrase;describing things;Details
not really;;;B1;phrase;communication;Details
on display;;;B1;phrase;arts and media;Details
folk art/dancing, etc.;;;B1;phrase;arts and media;Details
blow your nose;;;B1;phrase;body and health;Details
take care of sb/sth;;;B1;phrase;body and health;Details
get cancer/flu, etc.;;;B1;phrase;body and health;Details
have (got) on sth or have (got) sth on;;;B1;phrasal verb;clothes;Details
give in;;AGREE;B1;phrasal verb;communication;Details
hear from sb;;;B1;phrasal verb;communication;Details
Look out!;;;B1;phrasal verb;communication;Details
look up sth or look sth up;;;B1;phrasal verb;communication;Details
pass on sth or pass sth on;;TELL;B1;phrasal verb;communication;Details
How/What about ...?;;;B1;phrase;communication;Details
after all;;;B1;phrase;communication;Details
apart from;;;B1;phrase;communication;Details
as long as;;;B1;phrase;communication;Details
too bad;;;B1;phrase;communication;Details
Come on!;;ENCOURAGEMENT;B1;phrase;communication;Details
due to;;;B1;phrase;communication;Details
in fact;;;B1;phrase;communication;Details
for instance;;;B1;phrase;communication;Details
in general;;;B1;phrase;communication;Details
get in touch;;;B1;phrase;communication;Details
to be honest;;;B1;phrase;communication;Details
How about ...?;;;B1;phrase;communication;Details
if I were you;;;B1;phrase;communication;Details
if only;;;B1;phrase;communication;Details
in the end;;;B1;phrase;communication;Details
in particular;;;B1;phrase;communication;Details
keep in touch;;;B1;phrase;communication;Details
keep a/sth secret;;;B1;phrase;communication;Details
you know;;;B1;phrase;communication;Details
as/so long as;;;B1;phrase;communication;Details
out loud;;;B1;phrase;communication;Details
Would you mind...?;;;B1;phrase;communication;Details
wait a moment;;;B1;phrase;communication;Details
no ... than;;;B1;phrase;communication;Details
not at all;;;B1;phrase;communication;Details
on the whole;;;B1;phrase;communication;Details
once upon a time;;;B1;phrase;communication;Details
break in or break into sth;;;B1;phrasal verb;crime;Details
in front;;;B1;phrase;describing things;Details
just about;;;B1;phrase;describing things;Details
just as bad/good/tall/clever, etc. (as sb/sth);;;B1;phrase;describing things;Details
a little sth;;;B1;phrase;describing things;Details
one or two;;;B1;phrase;describing things;Details
over here/there;;;B1;phrase;describing things;Details
be short of sth;;;B1;phrase;describing things;Details
break up;;END CLASSES;B1;phrasal verb;education;Details
do badly/well;;;B1;phrase;education;Details
pay back sb/sth or pay sb/sth back;;;B1;phrasal verb;money;Details
blow away (sth) or blow (sth) away;;;B1;phrasal verb;natural world;Details
blow down (sth) or blow (sth) down;;;B1;phrasal verb;natural world;Details
come out;;SUN;B1;phrasal verb;natural world;Details
go down;;SUN;B1;phrasal verb;natural world;Details
the cold;;;B1;phrase;natural world;Details
before/after dark;;;B1;phrase;natural world;Details
the environment;;;B1;phrase;natural world;Details
fresh air;;;B1;phrase;natural world;Details
the ground;;;B1;phrase;natural world;Details
add up (sth) or add (sth) up;;;B1;phrasal verb;people: actions;Details
blow up (sth/sb) or blow (sth/sb) up;;;B1;phrasal verb;people: actions;Details
call for sb;;;B1;phrasal verb;people: actions;Details
carry on (sth) or carry (sth) on;;;B1;phrasal verb;people: actions;Details
carry out sth or carry sth out;;;B1;phrasal verb;people: actions;Details
come along;;GO WITH SOMEONE;B1;phrasal verb;people: actions;Details
cut up sth or cut sth up;;;B1;phrasal verb;people: actions;Details
deal with sth;;;B1;phrasal verb;people: actions;Details
fall down;;;B1;phrasal verb;people: actions;Details
fall over;;;B1;phrasal verb;people: actions;Details
fill up (sth) or fill (sth) up;;;B1;phrasal verb;people: actions;Details
get back sth or get sth back;;;B1;phrasal verb;people: actions;Details
get in;;ENTER;B1;phrasal verb;people: actions;Details
get on;;MANAGE;B1;phrasal verb;people: actions;Details
give in sth or give sth in;;;B1;phrasal verb;people: actions;Details
give out sth or give sth out;;;B1;phrasal verb;people: actions;Details
give up (sth) or give (sth) up;;;B1;phrasal verb;people: actions;Details
go away;;LEAVE;B1;phrasal verb;people: actions;Details
go off;;LEAVE;B1;phrasal verb;people: actions;Details
hand out sth or hand sth out;;;B1;phrasal verb;people: actions;Details
hang about/around (swh);;;B1;phrasal verb;people: actions;Details
hang out;;;B1;phrasal verb;people: actions;Details
hang up sth or hang sth up;;;B1;phrasal verb;people: actions;Details
hurry up;;;B1;phrasal verb;people: actions;Details
join in (sth);;;B1;phrasal verb;people: actions;Details
keep sb in;;;B1;phrasal verb;people: actions;Details
keep on doing sth;;;B1;phrasal verb;people: actions;Details
keep up sth or keep sth up;;;B1;phrasal verb;people: actions;Details
knock sb down;;;B1;phrasal verb;people: actions;Details
laugh at sb/sth;;;B1;phrasal verb;people: actions;Details
leave behind sb/sth or leave sb/sth behind;;;B1;phrasal verb;people: actions;Details
look around/round (swh);;;B1;phrasal verb;people: actions;Details
put away sth or put sth away;;;B1;phrasal verb;people: actions;Details
put back sth or put sth back;;;B1;phrasal verb;people: actions;Details
put down sb/sth or put sb/sth down;;;B1;phrasal verb;people: actions;Details
put off sth/doing sth or put sth off;;;B1;phrasal verb;people: actions;Details
put out sth or put sth out;;;B1;phrasal verb;people: actions;Details
put up sth or put sth up;;RAISE;B1;phrasal verb;people: actions;Details
show sb around/round;;;B1;phrasal verb;people: actions;Details
sign up;;;B1;phrasal verb;people: actions;Details
take it/things easy;;;B1;phrase;people: actions;Details
get down/into/off, etc.;;;B1;phrase;people: actions;Details
get rid of sth;;;B1;phrase;people: actions;Details
glance at/around/towards, etc.;;;B1;phrase;people: actions;Details
break/cut, etc. sth in half;;;B1;phrase;people: actions;Details
jump in/into/up, etc.;;;B1;phrase;people: actions;Details
keep doing sth;;;B1;phrase;people: actions;Details
take part;;;B1;phrase;people: actions;Details
pass over/through, etc.;;;B1;phrase;people: actions;Details
pull sth off/out/up;;;B1;phrase;people: actions;Details
get/go to sleep;;;B1;phrase;people: actions;Details
believe in sth;;;B1;phrasal verb;people: personality;Details
look forward to sth/doing sth;;HAPPY;B1;phrasal verb;people: personality;Details
feel bad about sth/doing sth;;;B1;phrase;people: personality;Details
feel like/as if;;;B1;phrase;people: personality;Details
feel like sth/doing sth;;;B1;phrase;people: personality;Details
feel like sb/sth;;;B1;phrase;people: personality;Details
feel sorry for;;;B1;phrase;people: personality;Details
be fond of sb/sth;;;B1;phrase;people: personality;Details
a sense of humour;;;B1;phrase;people: personality;Details
in tears;;;B1;phrase;people: personality;Details
would rather;;;B1;phrase;people: personality;Details
seem happy/a nice person, etc.;;;B1;phrase;people: personality;Details
bring up sb or bring sb up;;;B1;phrasal verb;relationships;Details
get together;;;B1;phrasal verb;relationships;Details
get to know sb/sth;;;B1;phrase;relationships;Details
single parent;;;B1;phrase;relationships;Details
